articleNumber,name,brand,category,subcategory,packSizeValue,packSizeUnit,salesUnit,unitsPerSalesUnit,ingredients,dietaryTags,allergens,origin,priceCHF,priceBasis,sourceUrl,verifiedAt,verificationStatus,notes
006280,Meatless Burger,Quality,plant_based,,100,g,case,30,,vegan,,,1.46,30 x 100 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006810,Burger,The Green Mountain,plant_based,,120,g,case,24,,vegan,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
005898,Burger,The Beyond,plant_based,,113,g,case,40,,vegan,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006060,It's Vegic Bulgur Gemüse Burger,Hilcona,plant_based,,1.75,kg,case,3,,,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030540,Sensational Burger,Garden Gourmet,plant_based,,113,g,case,51,,vegan,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006249,Sensational Burger verzehrfertig,Garden Gourmet,plant_based,,120,g,case,58,,,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030532,Linsenburger,Garden Gourmet,plant_based,,80,g,case,75,,vegan,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
069581,Jackfruit Burger,,plant_based,,1,kg,case,4,,vegan,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006247,Vegan Crispy Chickeriki Burger,The Vegetarian Butcher,plant_based,,90,g,case,20,,vegan,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006257,Raw Burger,The Vegetarian Butcher,plant_based,,113,g,case,20,,vegan,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030522,Burger Deluxe,Garden Gourmet,plant_based,,90,g,case,66,,,,,2.46,66 x 90 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006243,Vegan Burger,The Vegetarian Butcher,plant_based,,80,g,case,30,,vegan,,,1.55,30 x 80 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006070,Quinoa Chili Burger,Hilcona,plant_based,,1.75,kg,case,3,,,,,25.87,"3 x 1,75 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006080,Mediterraner Dinkelburger,Hilcona,plant_based,,1.75,kg,case,3,,,,,25.87,"3 x 1,75 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006263,Filet-Streifen gegrillt,Garden Gourmet,plant_based,,7.5,kg,package,1,,,,,23.10,"7,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
038860,Plant-based Filet (Poulet- Art),The Green Mountain,plant_based,,130,g,case,20,,,,,2.74,2 x 10 x ca. 130 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
038880,Plant-based Steak,The Green Mountain,plant_based,,200,g,case,14,,,,,4.82,2 x 7 x ca. 200 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030560,Filet Streifen,Garden Gourmet,plant_based,,2,kg,case,2,,vegan,,,24.15,2 x 2 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006253,Vegan Chickeriki Chunks Veganes Geschnetzeltes auf Soja-Ba- sis.,The Vegetarian Butcher,plant_based,,1.75,kg,package,1,,vegan,,,37.05,"1,75 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
016160,It's Vegic Geschnetzeltes,Hilcona,plant_based,,2,kg,case,3,,,,,12.21,3 x 2 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006242,"Vegan Chickeriki Filet Slices The Vegetarian Butcher - Vegan Chi- ckeriki Fillet Slices - Vegane Streifen auf Sojabasis 1,8 kg",The Vegetarian Butcher,plant_based,,1.8,kg,package,1,,vegan,,,41.40,"1,8 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039540,Plant-based Chicken Chunks,The Green Mountain,plant_based,,1.5,kg,case,2,,,,,29.90,"2 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039590,Plant-based Beef Chunks,The Green Mountain,plant_based,,1.5,kg,case,2,,,,,29.90,"2 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
002528,Quorn Geschnetzeltes,Fredag,plant_based,,1,kg,case,5,,,,,22.50,5 x 1 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006232,No Mince Veganes Gehacktes auf Soja-Basis.,The Vegetarian Butcher,plant_based,,2,kg,package,1,,vegan,,,18.25,2 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030510,Hack vegan,Garden Gourmet,plant_based,,2,kg,case,2,,vegan,,,22.58,2 x 2 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
002530,Veganes Gehacktes,Fredag,plant_based,,1,kg,case,5,,vegan,,,15.70,5 x 1 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039521,Tataralternative,The Green Mountain,plant_based,,80,g,case,20,,vegan,,,1.71,20 x 80 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039680,Plant-based Gehacktes Veganes Erzeugnis auf Basis von Erb- senprotein.,The Green Mountain,plant_based,,500,g,case,9,,vegan,,,70.84,9 x 500 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030640,Vegane Hackbällchen,Garden Gourmet,plant_based,,2,kg,case,2,,vegan,,,26.82,2 x 2 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
038200,Fleischkäsealternative,The Green Mountain,plant_based,,2.2,kg,case,2,,,,,41.78,"2 x 2,2 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
038250,Plant-based Wurst für Currywurst,The Green Mountain,plant_based,,120,g,case,24,,vegan,,,2.29,24 x 120 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
038850,Bratwurstalternative,The Green Mountain,plant_based,,115,g,case,30,,vegan,,,2.46,3 x 10 x 115 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030550,Sensational Sausage,Garden Gourmet,plant_based,,90,g,case,66,,vegan,,,3.00,3 x 22 x 90 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
038580,Kebab,The Green Mountain,plant_based,,1.5,kg,case,2,,vegan,,,22.58,"2 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
007121,"Trockenfleisch Zum Rohessen. Die pflanzliche Trockenfleischalternative eignet sich als Ergän- zung auf einem Apéro-Plättli, in einem Sandwich oder Wrap oder als Topping auf einem Salat.",Outlawz,plant_based,,60,g,package,1,,,,,4.65,60 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,partial_public_source,Extracted from an official public Transgourmet PDF.
007131,Schinkentranchen Zum Rohessen. Die pflanzliche Schinkenalternative eignet sich als Ergänzung auf einem Apéro-Plättli sowie in einem Sandwich oder Wrap.,Outlawz,plant_based,,80,g,package,1,,,,,4.98,80 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
002527,Vegane Hackballs,Fredag,plant_based,,1,kg,case,5,,vegan,,,15.70,5 x 1 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039560,It's Vegic Nuggets,Hilcona,plant_based,,1.5,kg,case,3,,,,,18.82,"3 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006251,Vegan Chickeriki Nuggets Vegane Nuggets auf Soja-Basis.,The Vegetarian Butcher,plant_based,,1.75,kg,package,1,,vegan,,,36.05,"1,75 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030570,Vegane Nuggets,Garden Gourmet,plant_based,,2,kg,case,2,,vegan,,,24.15,2 x 2 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
007141,Speckwürfel Pflanzliche Speckwürfel auf Basis von Weizenprotein.,Outlawz,plant_based,,110,g,package,1,,,,,5.43,110 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
007151,"Schinkenwürfel Eignet sich hervorragend als Salat-Topping, als Alternative für eine vegane Carbonara-Sauce oder alsZu- tat in währschaften Apérogebäcken.",Outlawz,plant_based,,110,g,package,1,,vegan,,,4.82,110 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
007161,"Specktranchen Pflanzliche Specktranchen auf Basis von Weizenprotein, geschnitten, zum Gekochtessen. Passen besonders gut zu einer Rösti, zum Aufpeppen eines veganen Burgers/Sandwiches oder als Ergänzung auf dem Frühstückstisch.",Outlawz,plant_based,,80,g,package,1,,,,,5.45,80 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,partial_public_source,Extracted from an official public Transgourmet PDF.
070540,"Quorn Schnitzel nature, 55 g",Fredag,plant_based,,1,kg,case,5,,,,,22.70,5 x 1 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
016120,It's Vegic Gemüse Schnitzel,Hilcona,plant_based,,145,g,case,30,,,,,1.96,30 x 145 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039990,Schnitzel Hot n Cold paniert,The Green Mountain,plant_based,,80,g,case,40,,vegan,,,1.30,40 x 80 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
038870,Schnitzel Wiener-Art,The Green Mountain,plant_based,,165,g,case,18,,,,,3.08,2 x 9 x 165 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030610,Veganes Schnitzel,Garden Gourmet,plant_based,,90,g,case,44,,vegan,,,2.35,44 x 90 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
069590,Jackfruit Schnitzel,,plant_based,,1.2,kg,case,4,,vegan,,,16.90,"4 x 1,2 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
016190,It's Vegic Médaillons Blumenkohl und Käse,Hilcona,plant_based,,135,g,case,20,,,,,1.90,20 x 135 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039510,It's Vegic Ocean Sticks,Hilcona,plant_based,,1.5,kg,case,3,,,,,22.06,"3 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039730,It's Vegic Schnitzel Käse,Hilcona,plant_based,,1.5,kg,case,3,,,,,23.69,"3 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039740,It's Vegic Schnitzel Ricotta Spinat,Hilcona,plant_based,,1.5,kg,case,3,,,,,23.69,"3 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006258,No Schnitzel paniert,The Vegetarian Butcher,plant_based,,90,g,case,20,,vegan,,,1.50,20 x 90 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
004863,Gemüse Schnitzel,Fredag,plant_based,,112,g,case,36,,,,,15.50,36 x112 g,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
030580,Vuna,Garden Gourmet,plant_based,,2,kg,case,2,,vegan,,,22.58,2 x 2 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
032100,Yellow Lentil Balls,Hilcona,plant_based,,1.5,kg,case,2,,,,,21.95,"2 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039550,It's Vegic Falafel Rote Beete,Hilcona,plant_based,,1.5,kg,case,2,,vegan,,,21.45,"2 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
031810,Ta'ameia Falafelkugeln klein,,plant_based,,1,kg,case,2,,,,,9.58,2 x 1 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
031820,Ta'ameia Falafelkugeln vorfrittiert,,plant_based,,1,kg,case,2,,,,,15.78,2 x 1 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039720,Balls,The Green Mountain,plant_based,,1.5,kg,case,2,,,,,23.18,"2 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006235,Vegan Minced Balls,The Vegetarian Butcher,plant_based,,2,kg,package,1,,vegan,,,19.40,2 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006081,It's Vegic Rice Thais Balls,Hilcona,plant_based,,1.5,kg,case,3,,,,,28.45,"3 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
038820,It's Vegic Indian Coconut Dal,Hilcona,plant_based,,1.5,kg,case,5,,vegan,,,13.89,"5 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
039110,It's Vegic Cous Cous Oriental,Hilcona,plant_based,,1.5,kg,case,5,,,,,12.71,"5 x 1,5 kg",https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
006262,Randen Falafel 8 kg ca.,Garden Gourmet,plant_based,,20,g,case,400,,,,,,,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
080321,Vegetarische Frühlingsrollen 15 g,Quality,plant_based,,1,kg,package,1,,,,,11.50,1 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
080331,Vegetarische Frühlingsrollen 50 g,Quality,plant_based,,1,kg,package,1,,,,,10.70,1 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
080341,Vegetarische Samosa 20 g,Quality,plant_based,,1,kg,package,1,,,,,12.70,1 kg,https://www-static.transgourmet.ch/public/2024-04/kw15-bgh-plant-based-kompetenzbroschuere-d.pdf,2026-08-22T12:54:01.714Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040173,Kartoffeln roh gesch.FK(Btl.) P.d.t.épl.ferm.cuisson (sach.) Patate pelate cru.re.co.(sac.) 0,,vegetables_fruit,,2,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040174,Kartoffeln roh gesch.FK (Btl.) P.d.t.épl.ferm.cuisson (sach.) Patate pelate cru.re.co(sacco) 0,,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040169,Kartoffeln roh gesch.MK (Btl.) Pom.d.terr.ent.épl.far.(sach.) Patate cru.pelate far.(sacch.) 0,,vegetables_fruit,,2,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040171,Kartoffeln roh gesch.MK (Btl.) Pom.d.terr.ent.épl.far.(sach.) Patate cru.pelate far.(sacch.) 0,,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040179,Kart. roh gesch.30-40mm FK 2kg P.d.t.épl.ferm.cui.30-40mm 2kg Pat.pel.cr.res.cot.30-40mm 2kg 30-40,,vegetables_fruit,,2,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
042423,Baked Potato. roh Alu (Schale) Baked Pot.crues alu (barqu.) Patate crude a.cartoc.(vasch.) 0,,vegetables_fruit,,1,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040168,Bratkartoff.roh gesch.(Beutel) P.de terr.à rôtir éplu.(sach.) Patate per arrost.crude pelat. 25-35,,vegetables_fruit,,2,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040005,Bratkartoffeln halbiert 5kg Moit. pommes de terre rôtir5kg Patate per arrostire metà 5kg 0,,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040185,"Kart.Schnitz.roh ungesc.FK 5kg Pom.terre Country n.éplu.5kg Patat.spicchi, crude n.pel.5kg 0",,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040183,"Kartoff.Schnitz.roh ges.FK 5kg Pom.terre Country épluch.5kg Patate spicchi, crude pel.5kg 0",,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040181,Kartoff.Scheib. roh FK 3mm 5kg Pom.de terr.tran.ferm. 3mm 5kg Patate a fette res.cru.3mm 5kg 3,,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
042419,"Kartoff.Scheib. roh MK 3mm 5kg Pom.de terr.tran.far.3mm 5kg Patate a fette, cr.far.3mm 5kg 3",,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
042421,"Kartoff.Scheib. roh MK 5mm 5kg Pom.de terr.tran.far.5mm 5kg Patate a fette, far.cr.5mm 5kg 5",,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040172,Kartoffeln Rissolée roh FK 5kg P.d.t.rissol. ferm.cuisson 5kg Patate rissolée cr.res.cot.5kg 15x15,,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
040176,Kart. Würfel FK 10x10mm 5kg Pom.d.t.cubes ferm.10x10mm 5kg Patate cub.re.cot. 10x10mm 5kg 10x10,,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
042447,Kart. Würfel MK 15x15mm 5kg Pom.d.terr.cub.far.15x15mm 5kg Patate cub.cru.far.15x15mm 5kg 15x15,,vegetables_fruit,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-12/bgh-bestellvorlage_convenience.pdf,2026-08-22T12:54:03.659Z,verified_public_source,Extracted from an official public Transgourmet PDF.
