articleNumber,name,brand,category,subcategory,packSizeValue,packSizeUnit,salesUnit,unitsPerSalesUnit,ingredients,dietaryTags,allergens,origin,priceCHF,priceBasis,sourceUrl,verifiedAt,verificationStatus,notes
061495,"Poulet Crispy Schnitzel, geformt, paniert, frittiert, tiefgekühlt,",Economy,meat_poultry,,125,g,case,32,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
072150,"Poulet Cordon bleu, geformt, paniert, frittiert, tiefgekühlt,",Quality,meat_poultry,,150,g,case,40,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
061496,"Chicken Nuggets, geformt, paniert, frittiert, tiefgekühlt,",Economy,meat_poultry,,2.5,kg,case,2,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
065360,"Poulet Schenkel Mini Cordon-bleu, 4 x 10 x 80–",,meat_poultry,,100,g,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
061620,"Bell Poulet Meatballs gegart, tiefgekühlt, 16-18 g,",,meat_poultry,,2,kg,case,3,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
072240,"Ämmitaler Poulet Piccata, geformt, frittiert, tiefgekühlt, ca. 60 g,",,meat_poultry,,1,kg,case,3,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
002674,"Truten Fleischvogel mit Frischkäse und Pilzen, tiefgekühlt,",,meat_poultry,,80,g,case,30,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
001519,"Poulet Brust Schnitzel, ca. 100 g,",,meat_poultry,,1,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
001508,"Poulet Brust Innenfilet, 20-40 g,",,meat_poultry,,2.5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
001509,"Poulet Rückenfilet,",,meat_poultry,,1,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
001482,"Bell Poulet Oberschenkel Steak, ohne Knochen, ohne Haut, 50–120 g,",,meat_poultry,,2,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
001483,"Poulet Oberschenkel Steak mit Haut, ohne Knochen, 60–130 g,",,meat_poultry,,2,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
002615,"Poulet Schenkel Spiessli,",,meat_poultry,,100,g,case,5,,,,,,,https://www-static.transgourmet.ch/public/2024-03/2024_0062_tg-care_kompetenz_fleisch_d_94986_1.pdf,2026-08-22T12:54:07.146Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411140,Bio Spaghetti,,rice_pasta_grains,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411170,Bio Langkornreis Parboiled,,rice_pasta_grains,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411150,Bio Carnaroli Risottoreis,,rice_pasta_grains,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411160,Bio Basmati Reis,,rice_pasta_grains,,5,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411180,Bio Quinoa weiss,,rice_pasta_grains,,1,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411210,Bio Quinoa rot,,rice_pasta_grains,,1,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411190,Bio Quinoa schwarz,,rice_pasta_grains,,1,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411220,Bio Quinoa tricolore,,rice_pasta_grains,,1,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411420,Bio Couscous,,rice_pasta_grains,,500,g,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411500,Bio Haferflocken grob,,rice_pasta_grains,,500,g,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
411490,Bio Haferflocken fein,,rice_pasta_grains,,500,g,package,1,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
228400,Bio Weissmehl,,rice_pasta_grains,,1,kg,case,10,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
410571,Bio Buchweizenmehl,,rice_pasta_grains,,1,kg,case,10,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
410001,Bio Weizenvollkornmehl,,rice_pasta_grains,,1,kg,case,10,,,,,,,https://www-static.transgourmet.ch/public/2022-06/kw24-bgh-natura-sortimentsbroeschuere-d.pdf,2026-08-22T13:29:24.185Z,verified_public_source,Extracted from an official public Transgourmet PDF.
626970,Mineralwasser mit Kohlensäure,Aquina,non_alcoholic_drinks,,500,ml,case,24,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
682200,Blau Mineralwasser ohne Kohlensäure,Henniez,non_alcoholic_drinks,,1.5,l,case,6,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
682380,Grün Mineralwasser légère,Henniez,non_alcoholic_drinks,,1.5,l,case,6,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
682970,Zero,Coca-Cola,non_alcoholic_drinks,,330,ml,case,24,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
683880,Grapefruit,Pepita,non_alcoholic_drinks,,500,ml,case,24,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
605450,Eistee,Club Mate,non_alcoholic_drinks,,330,ml,case,24,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
686120,Zitrone-Schwarztee,Nestea,non_alcoholic_drinks,,500,ml,case,24,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
686130,Pfirsich-Schwarztee,Nestea,non_alcoholic_drinks,,500,ml,case,24,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
626960,Mineralwasser ohne Kohlensäure,Aquina,non_alcoholic_drinks,,500,ml,case,24,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
614741,Ramseier Orangensaft,,non_alcoholic_drinks,,1,l,case,12,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
614710,Ramseier Premium Orangensaft 100%,,non_alcoholic_drinks,,250,ml,case,27,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
614570,Ramseier Premium Grapefruitsaft,,non_alcoholic_drinks,,1,l,case,12,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
614470,Ramseier Premium Ananassaft,,non_alcoholic_drinks,,1,l,case,12,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
614771,Ramseier Premium Traubensaft,,non_alcoholic_drinks,,1,l,case,4,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
392040,Ananas 50-55 Stücke in Saft,Quality,non_alcoholic_drinks,,567,g,case,6,,,,,,,https://www-static.transgourmet.ch/public/2024-02/kw09-bgh-lastminute-d.pdf,2026-08-22T13:29:27.506Z,verified_public_source,Extracted from an official public Transgourmet PDF.
024210,"Milch 1,5% Fettanteil UHT",Emmi,dairy_eggs,,1,l,case,12,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
026340,"Suisse Yogourt 0,2% Mini assortiert",Emmi,dairy_eggs,,90,g,case,10,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
024950,"Good Day Kaffeerahm Portionen 15%, UHT",Emmi,dairy_eggs,,12,g,case,10,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
023240,Good Day Milchgetränk High Protein,Emmi,dairy_eggs,,1,l,case,12,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
024960,Good Day Vollrahm 35% Fettanteil UHT,Emmi,dairy_eggs,,1,l,case,12,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
024480,Good Day Vollrahm 35% Fettanteil UHT,Emmi,dairy_eggs,,250,ml,case,18,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
023991,"Bio Vollmilch 3,9%, UHT",Emmi,dairy_eggs,,1,l,case,6,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
024211,"Good Day Milch 1,5% Fettanteil UHT 190",Emmi,dairy_eggs,,250,ml,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
024640,Good Day Halbrahm 25% Fettanteil UHT,Emmi,dairy_eggs,,250,ml,case,18,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
024610,Halbrahm 25% Fettanteil UHT,Quality,dairy_eggs,,1,l,case,12,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
027180,Butterportionen Becher 150,Floralp,dairy_eggs,,330,ml,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
025440,Choco Drink,Comella,dairy_eggs,,330,ml,case,12,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
019401,358,Kiri,dairy_eggs,,140,g,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
019245,Knoblauch & Kräuter 410,Cantadou,dairy_eggs,,500,g,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
018780,Mascarpone,Züger,dairy_eggs,,500,g,case,6,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
012060,Val d'Arve Le Brie 1/1 Laib,,dairy_eggs,,,,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,partial_public_source,Official public source; pack details require review.
018891,Ömür Käse in Salzlake 1394,,dairy_eggs,,1,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
010803,Tilsiter rot unpasteurisiert 1/4 Laib ca. 1 kg 1215,Emmi,dairy_eggs,,1,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
015870,Cheddar rot gestiftelt,Züger,dairy_eggs,,1,kg,case,6,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
020550,Käse-Frühstücksportionen assortiert,Emmi,dairy_eggs,,27,g,case,37,,,,,,,https://www-static.transgourmet.ch/public/2024-11/lastminute_bgh_kw48_2024_d.pdf,2026-08-22T13:29:32.694Z,verified_public_source,Extracted from an official public Transgourmet PDF.
152501,Mayonnaise à la française 6835,Thomy,sauces_condiments,,3,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
590596,Knorr Professional Tomato Pronto Tomatensauce,,sauces_condiments,,3,kg,case,4,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
260080,Haco Mayonnaise 5250,,sauces_condiments,,4,kg,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
590956,Hero French Dressing Omega 3 ungekühlt 10 l,,sauces_condiments,,475,l,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
104310,Hero French Dressing ungekühlt 10 l,,sauces_condiments,,530,l,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
590958,Hero French Dressing mit Kräutern ungekühlt 10 l,,sauces_condiments,,535,l,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
590963,Hero Italian Dressing Omega 3 ungekühlt 10 l,,sauces_condiments,,615,l,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
590943,Hero Balsamico Dressing ungekühlt 10 l,,sauces_condiments,,490,l,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
590944,Hero Basico Basis für Salatsaucen ungekühlt,,sauces_condiments,,10,l,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
152410,Mayonnaise,Thomy,sauces_condiments,,880,g,case,6,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
152861,Tartaraise 1440,Thomy,sauces_condiments,,1,l,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
507091,KitKat Sauce Dessert Schokolade,,sauces_condiments,,1,l,case,6,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
151352,le Chocolat Schokoladengetränk -.60,Cailler,non_alcoholic_drinks,,22,g,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
100561,Knorr French Dressing 12 l,,sauces_condiments,,575,l,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
100590,Knorr Italian Dressing 12 l,,sauces_condiments,,695,l,package,1,,,,,,,https://www-static.transgourmet.ch/public/2024-10/kw45-bgh-guide-november-d.pdf,2026-08-22T13:29:35.164Z,verified_public_source,Extracted from an official public Transgourmet PDF.
